Cat_Code,SBAOfficeCode_cat,ProcessingMethod_cat,LoanStatus_cat,Term_cat,ServicingLenderName_cat,RuralUrbanIndicator_cat,HubzoneIndicator_cat,LMIIndicator_cat,BusinessAgeDescription_cat,CD_cat,Race_cat,Ethnicity_cat,BusinessType_cat,OriginatingLender_cat,Gender_cat,Veteran_cat,NonProfit_cat,NAICSCode_2digits_cat,Verified_Address_cat,CaseLabel_cat
4107,,,,,The Pleasants County Bank,,,,,,,,,The Peoples Bank,,,,,,
4108,,,,,"The Poca Valley Bank, Inc.",,,,,,,,,The Peoples Bank & Trust Company of Pointe Coupee Parish,,,,,,
4109,,,,,The Port Austin State Bank,,,,,,,,,The Peoples Bank Co,,,,,,
4110,,,,,The Port Washington State Bank,,,,,,,,,The Peoples Bank of Georgia,,,,,,
4111,,,,,The Portage County Bank,,,,,,,,,The Peoples Community Bank,,,,,,
4112,,,,,The Potter State Bank of Potter,,,,,,,,,The Peoples National Bank of Checotah,,,,,,
4113,,,,,The Progress Fund,,,,,,,,,The Peoples Savings Bank,,,,,,
4114,,,,,The Pueblo Bank and Trust Company,,,,,,,,,The Peoples State Bank,,,,,,
4115,,,,,The Putnam County National Bank of Carmel,,,,,,,,,"The Peoples State Bank of Newton, Illinois",,,,,,
4116,,,,,The Queenstown Bank of Maryland,,,,,,,,,The Perryton National Bank,,,,,,
4117,,,,,The Republic Banking Company,,,,,,,,,The Peshtigo National Bank,,,,,,
4118,,,,,The Richwood Banking Company,,,,,,,,,The Piedmont Bank,,,,,,
4119,,,,,The Riddell National Bank,,,,,,,,,The Pineries Bank,,,,,,
4120,,,,,"The Riley State Bank of Riley, Kansas",,,,,,,,,The Pittsfield Co-Operative Bank,,,,,,
4121,,,,,The Roscoe State Bank,,,,,,,,,The Plains State Bank,,,,,,
4122,,,,,The Sacramento Deposit Bank,,,,,,,,,The Pleasants County Bank,,,,,,
4123,,,,,The Salyersville National Bank,,,,,,,,,"The Poca Valley Bank, Inc.",,,,,,
4124,,,,,The Samson Banking Company,,,,,,,,,The Port Austin State Bank,,,,,,
4125,,,,,The Savings Bank,,,,,,,,,The Port Washington State Bank,,,,,,
4126,,,,,The Security National Bank of Enid,,,,,,,,,The Portage County Bank,,,,,,
4127,,,,,"The Security National Bank of Sioux City, Iowa",,,,,,,,,The Potter State Bank of Potter,,,,,,
4128,,,,,The Security State Bank,,,,,,,,,The Progress Fund,,,,,,
4129,,,,,The Seiling State Bank,,,,,,,,,The Pueblo Bank and Trust Company,,,,,,
4130,,,,,The Seymour Bank,,,,,,,,,The Putnam County National Bank of Carmel,,,,,,
4131,,,,,The Shelby County State Bank,,,,,,,,,The Queenstown Bank of Maryland,,,,,,
4132,,,,,The Shelby State Bank,,,,,,,,,The Republic Banking Company,,,,,,
4133,,,,,The Sherwood State Bank,,,,,,,,,The Richwood Banking Company,,,,,,
4134,,,,,The Southern Bank Company,,,,,,,,,The Riddell National Bank,,,,,,
4135,,,,,The St. Henry Bank,,,,,,,,,"The Riley State Bank of Riley, Kansas",,,,,,
4136,,,,,The State Bank,,,,,,,,,The Roscoe State Bank,,,,,,
4137,,,,,The State Bank and Trust Company,,,,,,,,,The Sacramento Deposit Bank,,,,,,
4138,,,,,The State Bank of Bern,,,,,,,,,The Salyersville National Bank,,,,,,
4139,,,,,The State Bank of Faribault,,,,,,,,,The Samson Banking Company,,,,,,
4140,,,,,The State Bank of Geneva,,,,,,,,,The Savings Bank,,,,,,
4141,,,,,The State Bank of Pearl City,,,,,,,,,The Security National Bank of Enid,,,,,,
4142,,,,,The State Bank of Spring Hill,,,,,,,,,"The Security National Bank of Sioux City, Iowa",,,,,,
4143,,,,,The State Bank of Toledo,,,,,,,,,The Security State Bank,,,,,,
4144,,,,,The State Bank of Wynnewood,,,,,,,,,The Seiling State Bank,,,,,,
4145,,,,,The State Exchange Bank,,,,,,,,,The Seymour Bank,,,,,,
4146,,,,,The State National Bank of Big Spring,,,,,,,,,The Shelby County State Bank,,,,,,
4147,,,,,The State National Bank of Groom,,,,,,,,,The Shelby State Bank,,,,,,
4148,,,,,The State Savings Bank of Manistique,,,,,,,,,The Sherwood State Bank,,,,,,
4149,,,,,The Stephenson National Bank and Trust,,,,,,,,,The Southern Bank Company,,,,,,
4150,,,,,The Stock Exchange Bank,,,,,,,,,The St. Henry Bank,,,,,,
4151,,,,,The Stockgrowers State Bank,,,,,,,,,The State Bank,,,,,,
4152,,,,,"The Stockgrowers State Bank of Ashland, Kansas",,,,,,,,,The State Bank and Trust Company,,,,,,
4153,,,,,The Tampa State Bank,,,,,,,,,The State Bank of Bern,,,,,,
4154,,,,,"The Tipton Latham Bank, National Association",,,,,,,,,The State Bank of Faribault,,,,,,
4155,,,,,The Tri-County Bank,,,,,,,,,The State Bank of Geneva,,,,,,
4156,,,,,The Turbotville National Bank,,,,,,,,,The State Bank of Pearl City,,,,,,
4157,,,,,The Twin Valley Bank,,,,,,,,,The State Bank of Spring Hill,,,,,,
4158,,,,,The Union Bank,,,,,,,,,The State Bank of Toledo,,,,,,
4159,,,,,The Union Bank Company,,,,,,,,,The State Bank of Wynnewood,,,,,,
4160,,,,,The Union Bank of Mena,,,,,,,,,The State Exchange Bank,,,,,,
4161,,,,,The Union State Bank of Everest,,,,,,,,,The State National Bank of Big Spring,,,,,,
4162,,,,,The Upstate National Bank,,,,,,,,,The State National Bank of Groom,,,,,,
4163,,,,,The Valley State Bank,,,,,,,,,The State Savings Bank of Manistique,,,,,,
4164,,,,,The Victory Bank,,,,,,,,,The Stephenson National Bank and Trust,,,,,,
4165,,,,,The Village Bank,,,,,,,,,The Stock Exchange Bank,,,,,,
4166,,,,,The Vinton County National Bank,,,,,,,,,The Stockgrowers State Bank,,,,,,
4167,,,,,The Waggoner National Bank of Vernon,,,,,,,,,"The Stockgrowers State Bank of Ashland, Kansas",,,,,,
4168,,,,,The Walton State Bank,,,,,,,,,The Tampa State Bank,,,,,,
4169,,,,,The Wanda State Bank,,,,,,,,,"The Tipton Latham Bank, National Association",,,,,,
4170,,,,,The Warrington Bank,,,,,,,,,The Tri-County Bank,,,,,,
4171,,,,,The Washington Trust Company of Westerly,,,,,,,,,The Turbotville National Bank,,,,,,
4172,,,,,The Waterford Commercial & Savings Bank,,,,,,,,,The Twin Valley Bank,,,,,,
4173,,,,,The Watkins Savings Bank,,,,,,,,,The Union Bank,,,,,,
4174,,,,,The Western State Bank,,,,,,,,,The Union Bank Company,,,,,,
4175,,,,,The Wilson State Bank,,,,,,,,,The Union Bank of Mena,,,,,,
4176,,,,,The Wright CU,,,,,,,,,The Union State Bank of Everest,,,,,,
4177,,,,,The Yellowstone Bank,,,,,,,,,The Upstate National Bank,,,,,,
4178,,,,,The Yoakum National Bank,,,,,,,,,The Valley State Bank,,,,,,
4179,,,,,Think Mutual Bank,,,,,,,,,The Victory Bank,,,,,,
4180,,,,,Third Coast Bank SSB,,,,,,,,,The Village Bank,,,,,,
4181,,,,,Thomaston Savings Bank,,,,,,,,,The Vinton County National Bank,,,,,,
4182,,,,,Thomasville National Bank,,,,,,,,,The Waggoner National Bank of Vernon,,,,,,
4183,,,,,Thread Bank,,,,,,,,,The Walton State Bank,,,,,,
4184,,,,,Three Rivers Bank of Montana,,,,,,,,,The Wanda State Bank,,,,,,
4185,,,,,Three Rivers FCU,,,,,,,,,The Warrington Bank,,,,,,
4186,,,,,Thrivent Federal Credit Union,,,,,,,,,The Washington Trust Company of Westerly,,,,,,
4187,,,,,Thumb Bank & Trust,,,,,,,,,The Waterford Commercial & Savings Bank,,,,,,
4188,,,,,Tidemark FCU,,,,,,,,,The Watkins Savings Bank,,,,,,
4189,,,,,Timberland Bank,,,,,,,,,The Western State Bank,,,,,,
4190,,,,,Timberline Bank,,,,,,,,,The Wilson State Bank,,,,,,
4191,,,,,Timberline FCU,,,,,,,,,The Wright CU,,,,,,
4192,,,,,Time Bank,,,,,,,,,The Yellowstone Bank,,,,,,
4193,,,,,TimePayment Corp.,,,,,,,,,The Yoakum National Bank,,,,,,
4194,,,,,Tinker FCU,,,,,,,,,Think Mutual Bank,,,,,,
4195,,,,,"Tioga State Bank, National Association",,,,,,,,,Third Coast Bank SSB,,,,,,
4196,,,,,Tioga-Franklin Savings Bank,,,,,,,,,Thomaston Savings Bank,,,,,,
4197,,,,,"Titan Bank, National Association",,,,,,,,,Thomasville National Bank,,,,,,
4198,,,,,Today's Bank,,,,,,,,,Thread Bank,,,,,,
4199,,,,,Together CU,,,,,,,,,Three Rivers Bank of Montana,,,,,,
4200,,,,,Toledo Urban FCU,,,,,,,,,Three Rivers FCU,,,,,,
4201,,,,,Tompkins Community Bank,,,,,,,,,Thrivent Federal Credit Union,,,,,,
4202,,,,,Tompkins State Bank,,,,,,,,,Thumb Bank & Trust,,,,,,
4203,,,,,Tongass FCU,,,,,,,,,Tidemark FCU,,,,,,
4204,,,,,TopLine Financial Credit Union,,,,,,,,,Timberland Bank,,,,,,
4205,,,,,Torrington Municipal and Teachers FCU,,,,,,,,,Timberline Bank,,,,,,
4206,,,,,Torrington Savings Bank,,,,,,,,,Timberline FCU,,,,,,
4207,,,,,Touchmark National Bank,,,,,,,,,Time Bank,,,,,,
4208,,,,,Touchstone Bank,,,,,,,,,TimePayment Corp.,,,,,,
4209,,,,,Tower Community Bank,,,,,,,,,Tinker FCU,,,,,,
4210,,,,,Town & Country Bank,,,,,,,,,"Tioga State Bank, National Association",,,,,,
4211,,,,,Town & Country Bank and Trust Company,,,,,,,,,Tioga-Franklin Savings Bank,,,,,,
4212,,,,,"Town Bank, National Association",,,,,,,,,"Titan Bank, National Association",,,,,,
4213,,,,,Town Center Bank,,,,,,,,,Today's Bank,,,,,,
4214,,,,,Town and Country Bank Midwest,,,,,,,,,Together CU,,,,,,
4215,,,,,Town and Country CU,,,,,,,,,Toledo Urban FCU,,,,,,
4216,,,,,TowneBank,,,,,,,,,Tompkins Community Bank,,,,,,
4217,,,,,Toyota Financial Savings Bank,,,,,,,,,Tompkins State Bank,,,,,,
4218,,,,,Tradition Capital Bank,,,,,,,,,Tongass FCU,,,,,,
4219,,,,,"Traditional Bank, Inc.",,,,,,,,,TopLine Financial Credit Union,,,,,,
4220,,,,,Traditions Bank,,,,,,,,,Torrington Municipal and Teachers FCU,,,,,,
4221,,,,,Traditions First Bank,,,,,,,,,Torrington Savings Bank,,,,,,
4222,,,,,TrailNorth FCU,,,,,,,,,Touchmark National Bank,,,,,,
4223,,,,,TrailWest Bank,,,,,,,,,Touchstone Bank,,,,,,
4224,,,,,"TransPecos Banks, SSB.",,,,,,,,,Tower Community Bank,,,,,,
4225,,,,,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",,,,,,,,,Town & Country Bank,,,,,,
4226,,,,,Travis CU,,,,,,,,,Town & Country Bank and Trust Company,,,,,,
4227,,,,,Trax FCU,,,,,,,,,"Town Bank, National Association",,,,,,
4228,,,,,Trenton Business Assistance Corporation,,,,,,,,,Town Center Bank,,,,,,
4229,,,,,Tri Cities CU,,,,,,,,,Town and Country Bank Midwest,,,,,,
4230,,,,,Tri City National Bank,,,,,,,,,Town and Country CU,,,,,,
4231,,,,,Tri Counties Bank,,,,,,,,,TowneBank,,,,,,
4232,,,,,Tri-County Bank,,,,,,,,,Toyota Financial Savings Bank,,,,,,
4233,,,,,Tri-County Bank & Trust Company,,,,,,,,,Tradition Capital Bank,,,,,,
4234,,,,,Tri-County Trust Company,,,,,,,,,"Traditional Bank, Inc.",,,,,,
4235,,,,,Tri-Valley Bank,,,,,,,,,Traditions Bank,,,,,,
4236,,,,,TriCentury Bank,,,,,,,,,Traditions First Bank,,,,,,
4237,,,,,TriStar Bank,,,,,,,,,TrailNorth FCU,,,,,,
4238,,,,,Triad Bank,,,,,,,,,TrailWest Bank,,,,,,
4239,,,,,"Triad Bank, National Association",,,,,,,,,"TransPecos Banks, SSB.",,,,,,
4240,,,,,Triad Business Bank,,,,,,,,,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",,,,,,
4241,,,,,Triangle CU,,,,,,,,,Travis CU,,,,,,
4242,,,,,"Trinity Bank, National Association",,,,,,,,,Trax FCU,,,,,,
4243,,,,,Triumph State Bank,,,,,,,,,Trenton Business Assistance Corporation,,,,,,
4244,,,,,Trona Valley Community FCU,,,,,,,,,Tri Cities CU,,,,,,
4245,,,,,Tropical Financial CU,,,,,,,,,Tri City National Bank,,,,,,
4246,,,,,Troy Bank & Trust Company,,,,,,,,,Tri Counties Bank,,,,,,
4247,,,,,TruBank,,,,,,,,,Tri-County Bank,,,,,,
4248,,,,,TruCommunity Bank,,,,,,,,,Tri-County Bank & Trust Company,,,,,,
4249,,,,,TruEnergy FCU,,,,,,,,,Tri-County Trust Company,,,,,,
4250,,,,,TruFund Financial Services Inc,,,,,,,,,Tri-Valley Bank,,,,,,
4251,,,,,TruMark Financial CU,,,,,,,,,TriCentury Bank,,,,,,
4252,,,,,TruStar FCU,,,,,,,,,TriStar Bank,,,,,,
4253,,,,,True Community CU,,,,,,,,,Triad Bank,,,,,,
4254,,,,,True North FCU,,,,,,,,,"Triad Bank, National Association",,,,,,
4255,,,,,True Sky FCU,,,,,,,,,Triad Business Bank,,,,,,
4256,,,,,Truist Bank,,,,,,,,,Triangle CU,,,,,,
4257,,,,,Truity FCU,,,,,,,,,"Trinity Bank, National Association",,,,,,
4258,,,,,Truliant FCU,,,,,,,,,Triumph State Bank,,,,,,
4259,,,,,Trust FCU,,,,,,,,,Trona Valley Community FCU,,,,,,
4260,,,,,TrustBank,,,,,,,,,Tropical Financial CU,,,,,,
4261,,,,,"TrustTexas Bank, S.S.B.",,,,,,,,,Troy Bank & Trust Company,,,,,,
4262,,,,,Trustar Bank,,,,,,,,,TruBank,,,,,,
4263,,,,,Trustco Bank,,,,,,,,,TruCommunity Bank,,,,,,
4264,,,,,Trustmark National Bank,,,,,,,,,TruEnergy FCU,,,,,,
4265,,,,,Truxton Trust Company,,,,,,,,,TruFund Financial Services Inc,,,,,,
4266,,,,,Tucson Old Pueblo CU,,,,,,,,,TruMark Financial CU,,,,,,
4267,,,,,Tulare County FCU,,,,,,,,,TruStar FCU,,,,,,
4268,,,,,Tulsa Economic Development Corporation,,,,,,,,,True Community CU,,,,,,
4269,,,,,Turtle Mountain State Bank,,,,,,,,,True North FCU,,,,,,
4270,,,,,Tustin Community Bank,,,,,,,,,True Sky FCU,,,,,,
4271,,,,,Twin Cedars Bank,,,,,,,,,Truist Bank,,,,,,
4272,,,,,Twin City Bank,,,,,,,,,Truity FCU,,,,,,
4273,,,,,Twin River Bank,,,,,,,,,Truliant FCU,,,,,,
4274,,,,,TwinStar Credit Union,,,,,,,,,Trust FCU,,,,,,
4275,,,,,Two Rivers Bank & Trust,,,,,,,,,TrustBank,,,,,,
4276,,,,,U T FCU,,,,,,,,,"TrustTexas Bank, S.S.B.",,,,,,
4277,,,,,U.P. State CU,,,,,,,,,Trustar Bank,,,,,,
4278,,,,,"U.S. Bank, National Association",,,,,,,,,Trustco Bank,,,,,,
4279,,,,,U.S. Century Bank,,,,,,,,,Trustmark National Bank,,,,,,
4280,,,,,UBC CU,,,,,,,,,Truxton Trust Company,,,,,,
4281,,,,,UBank,,,,,,,,,Tucson Old Pueblo CU,,,,,,
4282,,,,,"UMB Bank, National Association",,,,,,,,,Tulare County FCU,,,,,,
4283,,,,,UMassFive College FCU,,,,,,,,,Tulsa Economic Development Corporation,,,,,,
4284,,,,,UNCLE Credit Union,,,,,,,,,Turtle Mountain State Bank,,,,,,
4285,,,,,UNIFY Financial Federal Credit Union,,,,,,,,,Tustin Community Bank,,,,,,
4286,,,,,URW Community FCU,,,,,,,,,Twin Cedars Bank,,,,,,
4287,,,,,US Community CU,,,,,,,,,Twin City Bank,,,,,,
4288,,,,,US Eagle FCU,,,,,,,,,Twin River Bank,,,,,,
4289,,,,,US Metro Bank,,,,,,,,,TwinStar Credit Union,,,,,,
4290,,,,,USAlliance FCU,,,,,,,,,Two Rivers Bank & Trust,,,,,,
4291,,,,,USC CU,,,,,,,,,U T FCU,,,,,,
4292,,,,,USF Federal Credit Union,,,,,,,,,U.P. State CU,,,,,,
4293,,,,,Uinta Bank,,,,,,,,,"U.S. Bank, National Association",,,,,,
4294,,,,,Ukrainian FCU,,,,,,,,,U.S. Century Bank,,,,,,
4295,,,,,Ukrainian Selfreliance FCU,,,,,,,,,UBC CU,,,,,,
4296,,,,,Ukrainian Selfreliance Michigan FCU,,,,,,,,,UBank,,,,,,
4297,,,,,Ulster Savings Bank,,,,,,,,,"UMB Bank, National Association",,,,,,
4298,,,,,Ultima Bank Minnesota,,,,,,,,,UMassFive College FCU,,,,,,
4299,,,,,Umpqua Bank,,,,,,,,,UNCLE Credit Union,,,,,,
4300,,,,,UniBank,,,,,,,,,UNIFY Financial Federal Credit Union,,,,,,
4301,,,,,UniBank for Savings,,,,,,,,,URW Community FCU,,,,,,
4302,,,,,UniWyo Federal Credit Union,,,,,,,,,US Community CU,,,,,,
4303,,,,,Unico Bank,,,,,,,,,US Eagle FCU,,,,,,
4304,,,,,Union Bank,,,,,,,,,US Metro Bank,,,,,,
4305,,,,,Union Bank & Trust Company,,,,,,,,,USAlliance FCU,,,,,,
4306,,,,,Union Bank and Trust Company,,,,,,,,,USC CU,,,,,,
4307,,,,,"Union Bank, Inc.",,,,,,,,,USF Federal Credit Union,,,,,,
4308,,,,,Union National Bank,,,,,,,,,Uinta Bank,,,,,,
4309,,,,,Union Savings & Loan Association,,,,,,,,,Ukrainian FCU,,,,,,
4310,,,,,Union Savings Bank,,,,,,,,,Ukrainian Selfreliance FCU,,,,,,
4311,,,,,Union State Bank,,,,,,,,,Ukrainian Selfreliance Michigan FCU,,,,,,
4312,,,,,Union State Bank of Hazen,,,,,,,,,Ulster Savings Bank,,,,,,
